ISBN,book_title,genre
0345455622,Lady Killer/Secret Admirer (2 Books in One),Paranormal & Fantastic Romance|Historical Romance
0312280882,"The Foxes of Warwick(Marston, Edward. Domesday Books, V. 9)","Delchard, Ralph (Fictitious character)|Delchard, Ralph (Fictitious character)--Fiction|Bret, Gervase (Fictitious character)|Bret, Gervase (Fictitious character)--Fiction|History"
0446519901,The Last Best Hope (Matthew Hope Mysteries (Paperback)),"Hope, Matthew (Fictitious character)|Hope, Matthew (Fictitious character)--Fiction|Lawyers|Lawyers--Florida--Fiction|Legal stories"
0374399743,The Lion's Share,Children's Fiction|Animals
0671040596,Deviant Ways,Private investigators|Private investigators--Fiction|Serial murders|Serial murders--Fiction|Psychopaths|Psychopaths--Fiction|Revenge|Revenge--Fiction
0394565614,Caribbean,History|Fiction
0061092983,The Eagle and the Sword,Fiction|Knights And Knighthood|Arthurian Romances|Adaptations|Kings And Rulers|Britons
0826402410,Women Veterans: American's Forgotten Heroines,Women veterans|Women veterans--United States
0840748493,"Gift Of The Blessing, The",Religion|Inspirational
0679449957,On Golf: Lessons from America's Master Teacher,Golf--Study and teaching|Golf--Psychological aspects
0684823993,The Pathfinder : How to Choose or Change Your Career for a Lifetime of Satisfaction and Success,Career Changes|Job Satisfaction
0425174697,Nursery Crimes: A Mommy-Track Mystery,"Applebaum, Juliet (fictitious Character)|Preschool Teachers|Crimes Against|Women Detectives|Pregnant Women|Housewives"
0195032128,Dust Bowl: The Southern Plains in the 1930s,Dust storms|Dust storms--Great Plains|Dust storms--Southwestern States|Depressions|Agriculture--History|Agriculture--Great Plains--History|Agriculture--Southwestern States--History|History
9045001276,De eeuw van mijn vader,History|Social conditions|Civilization|Foreign relations|Intellectual life
1563831228,Gifts in a Jar: Muffins &amp; Breads,Muffins|Bread|Gifts|Baking
0764535757,Dreamweaver 4 Weekend Crash Course,Web sites--Authoring programs|Web publishing
044021632X,The Angel Maker,Fiction|Mystery & Detective
1557041431,The Age of Innocence: A Portrait of the Film Based on the Novel by Edith Wharton,Fashion in motion pictures|Fashion in art|Film adaptations|Motion picture authorship|Story editors (Motion pictures)|Motion picture set designers
286583042X,Un dÃ®ner en ville: Roman,Literary Criticism|European
1841192538,Daemons and Angels,Sculptors|Sculptors--Great Britain--Biography
037307915X,"True - Blue Texas Twosome (March Madness) (Silhouette Intimate Moments, 915)",Fiction|Romance
0887394183,Jesus Lives in Trenton: A Novel,Photojournalists|Tabloid Newspapers|Evangelists|Cults
0312312628,Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery,"Fergusson, Clare (Fictitious character)|Fergusson, Clare (Fictitious character)--Fiction|Van Alstyne, Russ (Fictitious character)|Van Alstyne, Russ (Fictitious character)--Fiction|Physicians--Crimes against|Physicians--Crimes against--Fiction|Police chiefs|Police chiefs--Fiction|Episcopalians|Episcopalians--Fiction|Women clergy|Women clergy--Fiction"
8370052592,WybraÂ±em gÃ³ry: Z SudetÃ³w w Himalaje,Mountaineers|Biography
0448377020,"Mystery in Hollywood (Cassandra Mystery, No 3)",Mystery And Detective Stories|Motion Pictures|Production And Direction|Fiction
0451184165,Murder by Prescription (Cal &amp; Plato Marley Mystery),Physicians
045121062X,Kissing the Countess,Fiction|Romance
1889901199,"Deep Six: A Novel of Life, Death, Deception, and Betrayal",Indian women|Indian women--Fiction|Racially mixed people|Racially mixed people--Fiction|African American women|African American women--Fiction
0486250253,The Golem,
068481384X,The Five Lesbian Brother's Guide to Life: A Collection of Helpful Hints and Fabricated Facts for Today's Gay Girl,General & Miscellaneous Gay & Lesbian Studies
0525947965,Camilla's Roses,Breast--Cancer--Patients|Breast--Cancer--Patients--Fiction|Parent and adult child|Parent and adult child--Fiction|Mothers and daughters|Mothers and daughters--Fiction|Cancer in women|Cancer in women--Fiction
0812930584,Built from Scratch: How a Couple of Regular Guys Grew the Home Depot from Nothing to $30 Billion,"Marcus, Bernie|Blank, Arthur (Arthur M.)|HistoryHome Depot (Firm)|Businessmen|Businessmen--United States--Biography|Do-it-yourself products industry--History|Do-it-yourself products industry--United States--History|Building materials industry--History|Building materials industry--United States--History|Entrepreneurship|Entrepreneurship--United States--Case studies"
1558530185,A Father's Book of Wisdom,"Quotations, English"
2070494497,On suicide,Fiction
037575315X,Of Human Bondage (Modern Library (Paper)),Fiction|Classics
1591161258,Flame Of Recca (Flame Of Recca),Manga
067166218X,POSTCARDS FRM EDGE,Literary Collections
0684847507,FLIGHT TO CANADA,Fugitive slaves--Travel|Fugitive slaves--Travel--Canada--Fiction|African Americans|African Americans--Fiction|History
0091889219,The Philosopher at the End of the Universe,Philosophy in motion pictures|Science fiction films--History and criticism
0316199621,Here We Are in Paradise: Stories,City and town life|City and town life--Southern States--Fiction|City and town life--Fiction|Social life and customs
0749006382,The Frost Fair,Fiction|Mystery & Crime|Fiction Subjects
1563898586,"The League of Extraordinary Gentlemen, Vol. 1",Comics & Graphic Novels|Science Fiction & Fantasy
039305814X,The Snow Fox: A Novel,Fiction|Historical
1569552495,"Meet Padre Pio: Beloved Mystic, Miracle Worker, and Spiritual Guide",Roman Catholicism|Christian Biography
0684873877,The Girlfriends Club : A Novel,Life change events|Life change events--Fiction|Psychic trauma|Psychic trauma--Fiction|Female friendship|Female friendship--Fiction
2020363747,La traversÃ©e de la nuit,"Gaulle-Anthonioz, Geneviève de|Ravensbrück (Concentration camp)"
0534252265,On Krishnamurti (Wadsworth Philosophers Series),Philosophy|General
0671036769,98 Degrees,Rock Musicians
079225676X,National Geographic Photography Field Guide 2nd Edition : Secrets to Making Great Pictures,Photography|General
0886775809,"The Law of Becoming (Jaran, Book 4)",Fiction|Fantasy
0821735683,Comanche Sunset,Comanche Indians|History
0743226631,Floating Off the Page: The Best Stories from the Wall Street Journal's Middle Column,Language Arts &amp; Disciplines|Journalism
188025459X,Memories of the Dance,Literary Collections
0060187409,"The World in a Bowl of Tea: Healthy, Seasonal Foods Inspired by the Japanese Way of Tea","Cooking, Japanese|Cooking (Natural foods)|Japanese tea ceremony"
0312290799,Until That Good Day: A Novel,Traveling sales personnel|Traveling sales personnel--Fiction|Racially mixed children|Racially mixed children--Fiction|African American women|African American women--Fiction|Fathers and daughters|Fathers and daughters--Fiction|Illegitimate children|Illegitimate children--Fiction|Depressions|Depressions--Fiction|Mistresses|Mistresses--Fiction
031228294X,"While Waiting, Third Revised Edition",Nursing|Pregnancy & Childbirth|Clinical Medicine|Women's Health
0385420757,Gates: How Microsoft's Mogul Reinvented an Industry-And Made Himself the Richest Man in America,HistoryMicrosoft Corporation|Businessmen|Businessmen--United States--Biography|Computer software industry--History|Computer software industry--United States--History
8420444782,Un Milagro Informal,Sex--Spanish language|Sex--Fiction--Spanish language|Man-woman relationships--Spanish language|Man-woman relationships--Fiction--Spanish language
0525440631,Monster Movers,Materials Handling|Juvenile Literature|Conveying Machinery|Machinery
0875424449,Heaven Knows What: Do Your Own Horoscope in Just 30 Minutes! (Llewellyn's Popular Astrology Series),Astrology
0312310269,Murder Off Mike: A Talk Radio Mystery,Women in radio broadcasting|Women in radio broadcasting--Fiction|Radio broadcasters|Radio broadcasters--Fiction|Radio talk shows|Radio talk shows--Fiction
006621288X,Love in the Asylum : A Novel,Fiction|Romance
0814613098,"Collegeville Bible Commentary New Testament Volume 9: 1 and 2 Tim, Titus, James, 1 and 2 Peter, Jude",Commentaries
0060931078,The Wilder Sisters,Fiction|General
039332303X,No Bones,Literary Collections
0060182946,Mara and Dann: An Adventure,Glacial epoch|Glacial epoch--Fiction|Nomads|Nomads--Fiction|Brothers and sisters|Brothers and sisters--Fiction|Climatic changes|Climatic changes--Fiction|Young women|Young women--Fiction|Kidnapping|Kidnapping--Fiction|Survival|Survival--Fiction|Regression (Civilization)|Regression (Civilization)--Fiction
0405006950,"The dictionary of needlework;: An encyclopaedia of artistic, plain, and fancy needlework",Needlework
0521438780,An Introduction to Hinduism (Introduction to Religion),Hinduism
0450414558,Barrier Island,Poetry|General
0763614548,Wild About Dolphins,Dolphins
0304934305,"Jennie: The Life of Lady Randolph Churchill, The Romantic Years, 1854-1895",Literary Collections
1880032597,Spirit Moves: The Story of Six Generations of Native Women,Métis women|Métis women--Biography|Métis women--History|Métis women--Social conditions
3434504680,Deckname Vladka. Eine WiderstandskÃ?Â¤mpferin im Warschauer Ghetto.,"Miedzyrzecki, Feigele Peltel|Jews|Jews--Poland--Warsaw--Biography|History"
193156101X,Snow Island,Fiction
0812923677,"American Heart Association Brand Name Fat and Cholesterol Counter, SecondEdition",Food|Cholesterol Content|Tables|Fat Content|Sodium Content
0618144757,"Mysteries of the Snake Goddess: Art, Desire, and the Forging of History","Minoans|Art, Minoan|Forgeries"
1575668890,It Had to Be You,Gay men|Gay men--New York (State)--New York--Fiction|Gay men--Fiction
0140366865,The Jungle Book (Puffin Classics),Children's Fiction|Classics
0471485527,Essentials of Computational Chemistry : Theories and Models,"Chemistry, Physical And Theoretical|Data Processing|Mathematical Models"
031052881X,Comeback,Biographies &amp; Autobiographies|General
1591292573,A Perfect Fit,Drama|General
0517574993,"Be My Baby: How I Survived Mascara, Miniskirts, and Madness, or My Life As a Fabulous Ronette",Rock Musicians|Biography
075480500X,The Practical Encyclopedia of Mexican Cooking,Mexican Cooking
074343143X,Salem Witch Trials: Alliance Project #1,Historical Fiction
0060005424,Lirael: Daughter of the Clayr,Magic|Magic--Fiction|Magical thinking|Magical thinking--Fiction|Fantasy
0698111435,Prizzi's Honor,Prizzi family (Fictitious characters)|Prizzi family (Fictitious characters)--Fiction|Organized crime|Organized crime--Fiction|Criminals|Criminals--Fiction
0312854943,"Lake of the Long Sun (The Book of the Long Sun, Bk. 2)",Clergy|Fiction
006020432X,The Korean Cinderella,Children's Fiction|Fairy Tales & Folklore
080707201X,House of Houses (Bluestreak),Biographies &amp; Autobiographies|Literary
089879613X,1994 Novel &amp; Short Story Writer's Market,Language Arts &amp; Disciplines|General
0689712065,Don't Hurt Laurie,Children's Fiction|Social Situations
0812924347,Always a Reckoning and Other Poems,American poetry
156455354X,The Faithful Gardener,Social Sciences|Customs & Traditions
0714634816,Canadian Multinationals and International Finance (Business History S.),International business enterprises--Finance|International business enterprises--Canada--Finance|International finance
0295972254,Oysterville: Roads to Grandpa's Village,"Espy family|FamilyEspy, Willard R|Genealogy"
0312276818,Thread of the Spider: A Mystery,"Scott, Nicolette (Fictitious character)|Scott, Nicolette (Fictitious character)--Fiction|Women archaeologists|Women archaeologists--Fiction|Bank robberies|Bank robberies--Fiction"
0671661353,HOME MOVIE,
0520086279,Male Colors: The Construction of Homosexuality in Tokugawa Japan,Male homosexuality--History|Male homosexuality--Japan--History|History|Social life and customs|Nanshoku.
075640052X,Knight Fantastic,Literary Collections
1555835325,Home Fronts,Gay parents|Gay parents--United States|Lesbian mothers|Lesbian mothers--United States|Gay fathers|Gay fathers--United States|Children of gay parents|Children of gay parents--United States
0912500018,Womanly Art of Breastfeeding,Breast Feeding|Breastfeeding
0803718276,The Bobbin Girl,Children's Fiction|Business|Careers|Occupations
0465081991,Stephen Hawking's Universe: The Cosmos Explained,Cosmology
0805313192,Logicworks 3,Digital integrated circuits--Design and construction--Data processing|Logic circuits--Computer-aided design
0515131156,"Island Warriors (Carrier, 18)",Aircraft Carriers|Naval Aviation|Naval Battles
0810909340,Fifty Years of American Poetry: Anniversary Volume for the Academy of American Poets,Poetry|General
039574816X,J.R.R. Tolkien: Artist &amp; Illustrator,J. R. R. Tolkien - The Lord of the Rings|J.R.R. Tolkien - The Lord of the Rings
0689801866,The Watcher,Family Problems|Fiction|Child Abuse|Beaches
0669444014,Write for College: A Students Handbook,"English Language|Composition And Exercises|Study And Teaching|Handbooks, Manuals, Etc|Academic Writing"
0415014069,Issues in Psychobiology,Psychophysiology|Neurobiology|Psychobiology
0811840549,The Three-Martini Playdate: A Practical Guide to Happy Parenting,Child Rearing|Parenting|Children
014028219X,I Dreamed of Africa,Literary Collections|English|Irish|Scottish|Welsh
156170315X,Meditations for Manifesting : Morning and Evening Meditations to Literally Create Your Heart's Desire,Meditations|Christian
0824601971,The Shirley Temple scrapbook,
0525449825,Way Out West Lives a Coyote Named Frank,Coyote|Animals
0812548337,Comanche Dawn,Westerns
0060973722,Men at Work : The Craft of Baseball,Baseball--History|Baseball--United States--History
0385482485,"The Gifts of the Jews: How a Tribe of Desert Nomads Changed the Way Everyone Thinks and Feels (Hinges of History, Vol. 2)",History of Biblical events|Judaism--History|Jews--History|Civilization--Jewish influences
061805670X,A Dangerous Friend,Fiction|Fiction Subjects
0870703919,An international survey of recent painting and sculpture,"Art, Modern--Exhibitions"
0813122171,Blood on the Moon: The Assassination of Abraham Lincoln,
088138030X,The Prince of the Rabbits (Star &amp; Elephant Book),Literary Collections
076110481X,Desperation Dinners!,Quick & Easy Cooking
0385473958,The Burdens of Sister Margaret,Franciscan Sisters|Biography
1559346590,Methods in Behavioral Research,Psychology--Research--Methodology|Social sciences--Research--Methodology
0060090421,Martin Quinn : A Novel of Suspense,Gangsters|Gangsters--Fiction|Young men|Young men--Fiction
1863682066,Inland,
0465090990,"Women's Ways of Knowing: The Development of Self, Voice, and Mind","Women--Psychology|Women--United States--Psychology|Women--Education|Women--Education--United States|Self-actualization (Psychology)|Feminism|Feminism--United States|Knowledge, Theory of|Self Concept|Women--psychology"
088864227X,Prairie West: Historical Readings,Western Canada History - General & Miscellaneous
0590470469,"Karen's Two Families (Baby-Sitters Little Sister, 48)",Brothers And Sisters|Family Life|Sisters
1558687432,The Exploding Whale: And Other Remarkable Stories from the Evening News,Television journalists|Television journalists--United States--Biography
0316099015,All the Sundays Yet to Come: A Skater's Journey,Skaters|Skaters--United States--Biography|Women skaters|Women skaters--United States--Biography|Skating|Skating--United States
0688069592,Fumbling the Future: How Xerox Invented Then Ignored the First Personal Computer,Xerox Corporation.|Microcomputers
0684826631,"Eyewitness to Power: The Essence of Leadership, Nixon to Clinton",Presidents|Executive Power
0590379305,Clifford Makes a Friend (Hello Reader. Level 1),Dogs|Fiction|Imitation|Friendship
0830713662,Curious Waltz of the Working Woman,Working Mothers
155611320X,The Perfect Fit: How to Achieve Mutual Fulfillment and Monogamous Passion Through the New Intercourse,Psychology &amp; Psychiatry|General
0312203322,The Lecturer's Tale,English teachers|English teachers--Fiction|College teachers--Tenure|College teachers--Tenure--Fiction|Fingers--Wounds and injuries|Fingers--Wounds and injuries--Fiction|Control (Psychology)|Control (Psychology)--Fiction
0465050522,"The Real State of the Union: From the Best Minds in America, Bold Solutions to the Problems Politicians Dare Not Address (New America Book)",Social conditions|Economic conditions|Politics and government
0671682288,WISDOM OF FLORENCE SCOVEL SHINN,Success|Conduct of life|Spiritual life
0140060472,Cry of the people: The struggle for human rights in Latin America--the Catholic Church in conflict with U.S. policy,Catholic Church|Persecution--History|Foreign relations|Church history
0811716023,Too Afraid to Cry: Maryland Civilians in the Antietam Campaign,History|United States
0471119784,Where Are the Customers' Yachts? or A Good Hard Look at Wall Street,Stocks|Investments
0525937714,Naked Earth: The New Geophysics,Core|Internal structure
1898573239,Mountaineering in Scotland: Undiscovered Scotland,Mountaineering|Mountaineering--Scotland
157805026X,The Lost River,Sports & Adventure Biography|Boating & Sailing|Water Sports
055352707X,Mischief,Fiction|Romance
2253064831,"Le Fleuve de l'Ã?Â©ternitÃ?Â©, tome 5 : Les Dieux du fleuve",Fiction
067088734X,There's No Business Like Your Own Business : Six Practical and Holistic Steps to Entrepreneurial Success,Small Business Management|Self Employment
0525467696,The Great Ghost Rescue,Fiction - Fantasy & Magic|Fiction - European People|Places & Cultures|Fiction - Island Peoples|Fiction - Horror|Monsters & Ghosts
0066212502,Blowback,African American men|African American men--Fiction|Fugitives from justice|Fugitives from justice--Fiction|Americans|Americans--Pakistan--Fiction|Nuclear warfare|Nuclear warfare--Fiction
0525461663,Frightful's Mountain,Children's Fiction|General
006250732X,Evolution's End : Claiming the Potential of Our Intelligence,Psychology &amp; Psychiatry|General
076530001X,Sin City,Fiction|Mystery & Detective
1571743405,Jerusalem's Rain: A Novel,CrucifixionJesus Christ|Peter|History of Biblical events|Church history
0425052990,Beverly/Diet,"Diet, Reducing|Reducing diets|Nutrition|Vegetarianism"
0553245244,Sweet Vally High #13: Kidnapped (Sweet Valley High (Numbered Paperback)),Kidnapping|Kidnapping--Fiction|Young adult fiction|Love|Love--Fiction
8571647658,Achados e perdidos,
060960970X,"Christopher Lowell's If You Can Dream It, You Can Do It: Dream Decor on a Budget",Art|General
0713623705,Dressage: A study of the finer points of riding,Literary Collections
0771099762,Life in the Clearings Versus the Bush (New Canadian Library),Description and travel|Social life and customs
8817666998,Nuovi racconti del maresciallo (La Scala),Literary Collections
0679783431,"Subject to Debate: Sense and Dissents on Women, Politics, and Culture",Popular culture|Popular culture--United States|Feminism|Women|Women--United States|Politics and government|Civilization
0156283158,Ellis Island &amp; Other Stories,Jews|Americans|Jewish Refugees
1890208256,Old Wounds,Fiction|Mystery & Detective
0399137327,"Power, Privilege and the Post: The Katharine Graham Story",Newspaper publishing--History|Newspaper publishing--Political aspects|Newspaper publishing--Political aspects--United States|Publishers and publishing|Publishers and publishing--United States--Biography
0812579569,Domain,Fiction|Mystery & Detective
0553104284,Sunny Chandler's Return,Sheriffs|Sheriffs--Fiction|Weddings|Weddings--Fiction|Scandals|Scandals--Fiction|Seduction|Seduction--Fiction
080213825X,Four Blondes,Literary Collections|Continental European
0805046984,Born Fi' Dead: A Journey Through the Jamaican Posse Underworld,Gangs|Gangs--Jamaica--Kingston|Gangs--United States|Drug traffic|Drug traffic--Jamaica--Kingston|Drug traffic--United States|Jamaican Americans--Social conditions|Social conditions
0679451145,The Island of the Colorblind,"Sacks, Oliver|Travel|Physicians|Color blindness|Color blindness--Caroline Islands|Parkinson's disease|Parkinson's disease--Guam|Dementia|Dementia--Guam|Medical anthropology|Medical anthropology--Oceania|Description and travel"
0811819086,Learn to Relax : A Practical Guide to Easing Tension and Conquering Stress,Relaxation|Stress Management
0151660387,1984,Totalitarianism|Totalitarianism--Fiction
047121888X,Multiple Streams of Internet Income,Business &amp; Economics|Personal Finance
038079005X,Death on the River Walk (Henrie O Mysteries (Paperback)),Fiction|Mystery & Detective
059039584X,From Where I Sit: Making My Way With Cerebral Palsy,Peoples & Cultures Biography|Teens - People with Special Needs
0684823616,HUNGRY FOR HOME : A Wolf Odyssey,Gray wolf|Gray wolf--Fiction|Gray wolf--Reintroduction|Gray wolf--Reintroduction--Fiction
038081174X,H.M.S. Hood Vs Bismark: The Battleship Battle,Boats & Ships|World War II
014044050X,Eugenie Grandet (Penguin Classics),Fiction|Classics
0060972580,Old Gringo,"Arroyo, Tomás"
037371033X,"Man With A Mission (The Men Of Maple Hill) (Harlequin Superromance, No. 1033)",Fiction|Romance
1585673862,Exquisite Corpse,Fiction|Action & Adventure
0122008502,"Image Science: Principles, Analysis and Evaluation of Photographic-Type Imaging Processes","Images, Photographic"
0813340527,Inside the Mirage: America's Fragile Partnership With Saudi Arabia,Relations
0373483511,Virgin Groom  (Hawk'S Way),Fiction|Romance
044040908X,Freaked,Literary Collections
0446672599,How to Love a Black Man,Men's Studies|African Americans - General & Miscellaneous|Cross-Cultural Psychology|Love & Romance|Relationships - Interpersonal
080900089X,"Waiting for Nothing (American Century Series, Ac89)",Literary Collections
0385468857,Itsuka,Japanese|Concentration Camp Inmates|Concentration Camps
8432021180,"Pedro PÃ¡ramo ; y, El llano en llamas (ColecciÃ³n Popular)",Literary Collections
078350229X,Pizza (Williams-Sonoma Kitchen Library),Cooking|Courses & Dishes
0253326974,Privatization and Liberalization in the Middle East (Indiana Series in Arab and Islamic Studies),Privatization|Privatization--Middle East--Congresses|Free enterprise|Free enterprise--Middle East--Congresses
038078839X,The Movie Mom's Guide to Family Movies,Film & Video Guides
0691017778,"The Myth of the Eternal Return: Or, Cosmos and History",Cosmology
0192839020,A Connecticut Yankee in King Arthur's Court (Oxford World's Classics),Literary Criticism|Reference
0876378599,"The Official Overstreet Comic Book Price Guide, 1991-1992 (Official Overstreet Comic Book Price Guide)",Collectible Comics|Comic Books - History & Criticism
0590461265,Dream Date,Dreams|Fiction|Dating (social Customs)
000648090X,A Woman's Place,Fiction|Romance
0446527165,Wish You Well,Traffic Accident Victims|Family Relationships|Women Landowners|Mountain Life|Land Tenure|Farm Life|Girls
0879320753,A history of underground comics,"Underground comic books, strips, etc--History and criticism|Underground comic books, strips, etc--United States--History and criticism|Comic books, strips, etc--History and criticism|Comic books, strips, etc--United States--History and criticism|Underground comic books, strips, etc--Religious aspects"
0884481921,One Man's Meat,Country life|Farm life
076111937X,Amazing Gracie,Pets|Dogs
189635744X,Poor-Bashing: The Politics of Exclusion,Literary Collections|English|Irish|Scottish|Welsh
0380804530,"The Blackbirder (Nelson, James L. Brethren of the Coast, Bk. 2.)","Slave insurrections|Slave insurrections--Fiction|Pirates|Pirates--Fiction|Marlowe, Thomas (Fictitious character)|Marlowe, Thomas (Fictitious character)--Fiction|History"
0890815216,My Heart's Desire,"Frontier and pioneer life|Frontier and pioneer life--Oregon--Fiction|Christian fiction, American"
089480829X,What to Expect When You're Expecting (Revised Edition),Pregnancy & Childbirth - Pregnancy|Postnatal and Postpartum Care|Women's Health - General & Miscellaneous|Infants & Toddlers - Infants|Pregnancy & Childbirth - Childbirth
083844069X,"Explorations in American Culture: Readings for Critical Thinking, Writing, and Discussion",English Language Readers|Teaching - General & Miscellaneous|United States - Civilization|Academic & Research Paper Writing|Decision Making & Problem Solving|Reference - General & Miscellaneous|Rhetoric - English Language
0781433428,The Happy-Hoppy Frog (Gabe and Critters),Frogs|Fairs|Christian Life
0385413726,From Beirut to Jerusalem (Updated with a New Chapter),"TravelFriedman, Thomas L|Arab-Israeli conflict|History|Politics and government"
007068698X,Sprout and the helicopter,Children's Fiction|Transportation
3379015695,Das hat Folgen: Deutschland und seine Fernsehserien (Reclam-Bibliothek),Television programs|Television programs--Germany|Television programs--Social aspects|Television programs--Social aspects--Germany
0136664059,Physical Geology,Physical geology
080215140X,Watt,Literary Criticism|General
0060203889,The Writing on the Wall,Drug Abuse|Fiction|Self-perception|Smuggling
0732907845,Searching for Charmian: The daughter Charmian Clift gave away discovers the mother she never knew,"FamilyClift, Charmian|Birthparents--Identification|Birthparents--Australia--Sydney (N.S.W.)--Identification|Adoptees|Adoptees--Australia--Sydney (N.S.W.)--Biography|Journalists|Journalists--Australia--Sydney (N.S.W.)--Biography|Women authors, Australian|Women authors, Australian--Australia--Sydney (N.S.W.)--Biography"
0674445430,In a Different Voice,Women--Psychology|Women--Psychology--Longitudinal studies|Developmental psychology|Developmental psychology--Longitudinal studies|Moral development|Moral development--Longitudinal studies
055310053X,The Story of B,Fiction|General
055320663X,Night Probe,Literary Collections
0671739247,KISS OF THE MOON : KISS OF THE MOON,History
0688088686,Tell Me No Secrets,Fiction|General
1863502327,They trusted men: The untold story of the Easy Street murders,Law
039607507X,The Vienna elephant,Fiction|Mystery & Detective
0553050664,Castles (An Original Bantam Gift Book),Literary Criticism - General & Miscellaneous|European & Russian Folklore & Mythology|Military Architecture
080213016X,Quiet Days in Clichy,Fiction|Classics
0874172861,The Iris Deception (Western Literature Series),Private investigators|Private investigators--Nevada--Reno--Fiction|Private investigators--Fiction|Private investigators--Nevada--Fiction|Fiction
0590307193,Ricky Ricotta's Giant Robot: An Adventure Novel (Ricky Ricotta),Children's Fiction|Humorous Stories
084231394X,Hinds' Feet on High Places,Children's Non-Fiction|Religion
0449205061,Rabbit Run,"Angstrom, Harry (Fictitious character)|Angstrom, Harry (Fictitious character)--Fiction|Middle class men|Middle class men--Fiction"
0717127974,Sophia's Story,Adult child abuse victims|Adult child abuse victims--Ireland--Biography|Sexually abused children|Sexually abused children--Ireland--Biography
0030200881,Chemistry: Science of Change (Saunders Golden Sunburst Series),Chemistry
0380978954,The Truth: A Novel of Discworld,Discworld (Imaginary place)|Discworld (Imaginary place)--Fiction|Newspaper publishing|Newspaper publishing--Fiction|Journalists|Journalists--Fiction
0881503657,Connecticut an Explorers Guide (2nd ed),Connecticut - Travel
082176473X,His Noble Promise,Fiction|Romance
0425184927,Unnatural Instinct,"Coran, Jessica (Fictitious character)|Coran, Jessica (Fictitious character)--Fiction|Medical examiners (Law)|Medical examiners (Law)--Fiction|Government investigators|Government investigators--Fiction|Women physicians|Women physicians--Fiction|Women judges|Women judges--Fiction|Kidnapping|Kidnapping--Fiction"
0195065107,The Oxford Companion to African American Literature,American literature--African American authors--Encyclopedias|African Americans in literature--Encyclopedias
0440078288,Shabono,"Donner-Grau, Florinda|Ethnology--methods|Shamanism|Indians, South American|Yanomamo Indians--Religion|Yanomamo Indians--Medicine|Yanomamo mythology|Shamanism--Venezuela|Ethnology--Fieldwork|Ethnology--Fieldwork--Venezuela|Indians, South American--Mythology"
0806135794,Whose Names Are Unknown,Farmers|Farmers--Fiction|Labor camps|Labor camps--Fiction|Depressions|Depressions--Fiction|Rural families|Rural families--Fiction|Migrant agricultural laborers|Migrant agricultural laborers--Fiction
0849999995,Spotlight on Charity: A Story About Overcoming Selfishness : Featuring the Psalty Family of Characters Created by Ernie and Debby Rettino (Kids' Praise Adventure Series),Mice|Fiction|Selfishness|Singing|Christian Life
1557833184,"The Tragedie of Cymbeline, King of Britaine (Folio Texts)",
0871315548,The Pueblo Surrender: A Covert Action by the National Security Agency,United States. National Security Agency.
037325816X,"Constant Craving (Harlequin Temptation, 716)",Fiction|Romance
3895430579,Katharina von Siena: Lehrerin der Kirche,Christian saints|Christian saints--Italy--Biography
0879757655,"Mysterious Realms: Probing Paranormal, Historical, and Forensic Enigmas",Law Enforcement|General Reference|Parapsychology|General & Miscellaneous World History
013029604X,American Steel: Hot Metal Men and the Resurrection of the Rust Belt,Business &amp; Economics|General
1883011140,John Dos Passos : U.S.A. : The 42nd Parallel / 1919 / The Big Money (Library of America),Literature|History|Social conditions--Fiction
848537116X,La carne es yerba (ColecciÃ³n en El PaÃ­s),Literary Collections
1555139884,"Eternal Passage (California Pioneer Series, Book 3)",Voyages To The Pacific Coast|Fiction|History
0425162400,The Maltese Goddess: An Archaeological Mystery (Archaeological Mysteries),"Canadian Fiction|Detective And Mystery Stories, Canadian"
1565122038,Lamb in Love: A Novel,Villages|Villages--Fiction|Courtship|Courtship--Fiction|Middle-aged persons|Middle-aged persons--Fiction|Brain damaged children|Brain damaged children--Fiction
8830407445,"Il buon giornale: Come si scrive, come si dirige, come si legge (Il Cammeo)",Journalism--Authorship|Reporters and reporting|Newspaper publishing--Management|Journalism--Social aspects
0716717697,Creativity: Genius and Other Myths (Series of Books in Psychology),Creative ability|Creativity
0743469887,Western Man and Leftover Love,Fiction|Romance
0394723430,The Buffalo Creek Disaster : How the survivors of one of the worst disasters in coal-mining history broughtsuit against the coal company--and won,"Prince, Dennis|Pittston Company.|Floods|Floods--West Virginia--Buffalo Creek (Logan County)"
0892965681,Up Jumps the Devil (Deborah Knott Mysteries (Hardcover)),"Knott, Deborah (Fictitious character)|Knott, Deborah (Fictitious character)--Fiction|Women judges|Women judges--North Carolina--Fiction|Women judges--Fiction"
185984457X,"The Clash of Fundamentalisms: Crusades, Jihads and Modernity",Fundamentalism - Islam|Fundamentalism|Religious
0670865729,Silent Snow,Kidnapping|Kidnapping--Fiction|Journalists|Journalists--Minnesota--Saint Paul--Fiction|Kidnapping--Minnesota--Saint Paul--Fiction|Investigative reporting|Investigative reporting--Minnesota--Saint Paul--Fiction|Murder|Murder--Minnesota--Fiction
0394583590,"Mars Beckons: The Mysteries, the Challenges, the Expectations of Our Next Great Adventure in Space",Space Flight|Life on other planets|Mars|Exploration
0963252666,The Butches of Madison County,Lesbians|American Wit And Humor
